file,line,dir,kind,currentValue,suggestedToken,status,reason
lib/components/contents/app_review.dart,313,contents,SizedBox,32,AppSpacing.s32,NEEDS_REVIEW,SizedBox(width=)→inline palette 32 — Section gap 후보 (AppSpacingSemantic.layoutMd 가능)
lib/components/contents/app_review.dart,313,contents,SizedBox,32,AppSpacing.s32,NEEDS_REVIEW,SizedBox(height=)→stack palette 32 — Section gap 후보 (AppSpacingSemantic.layoutMd 가능)
lib/components/contents/app_review.dart,82,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_review.dart,83,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_review.dart,90,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,98,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,109,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_review.dart,110,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_review.dart,121,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_review.dart,134,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_review.dart,152,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_review.dart,153,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_review.dart,160,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,178,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,187,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,200,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_review.dart,201,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_review.dart,215,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,218,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,228,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_review.dart,240,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,275,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,282,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,330,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,351,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_review.dart,369,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,377,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,445,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_review.dart,445,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_review.dart,458,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_review_use_cases.dart,151,contents,EdgeInsets.symmetric,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_review_use_cases.dart,151,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_section_header.dart,81,contents,EdgeInsets.only,top=2,AppSpacing.s2,READY,EdgeInsets.only directional palette
lib/components/contents/app_section_header.dart,126,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_section_header.dart,126,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_section_header.dart,104,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_section_header.dart,116,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_section_header.dart,127,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_section_header.dart,128,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_table.dart,67,contents,EdgeInsets.symmetric,space12,AppSpacing.s12,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s12
lib/components/contents/app_table.dart,67,contents,EdgeInsets.symmetric,H=12,AppSpacing.s12,READY,symmetric horizontal only
lib/components/contents/app_table.dart,107,contents,EdgeInsets.symmetric,space12,AppSpacing.s12,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s12
lib/components/contents/app_table.dart,107,contents,EdgeInsets.symmetric,H=12,AppSpacing.s12,READY,symmetric horizontal only
lib/components/contents/app_table.dart,68,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_table.dart,69,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_table.dart,108,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_table.dart,109,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_table_use_cases.dart,146,contents,EdgeInsets.symmetric,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,173,contents,EdgeInsets.symmetric,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,200,contents,EdgeInsets.symmetric,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,224,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,140,contents,SizedBox,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,167,contents,SizedBox,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,194,contents,SizedBox,8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_table_use_cases.dart,224,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note.dart,44,contents,EdgeInsets.symmetric,space12,AppSpacing.s12,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s12
lib/components/contents/app_tasting_note.dart,44,contents,EdgeInsets.symmetric,H=12,AppSpacing.s12,READY,symmetric horizontal only
lib/components/contents/app_tasting_note.dart,78,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_tasting_note.dart,45,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_tasting_note.dart,46,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_tasting_note.dart,64,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_tasting_note.dart,91,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_tasting_note_use_cases.dart,83,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,54,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,60,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,66,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,54,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,60,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,66,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_tasting_note_use_cases.dart,83,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box.dart,44,control_box,EdgeInsets.symmetric,space12,AppSpacing.s12,READY,EdgeInsets.symmetric(vertical=tokenRef) → palette s12
lib/components/control_box/app_control_box.dart,44,control_box,EdgeInsets.symmetric,V=12,AppSpacing.s12,READY,symmetric vertical only
lib/components/control_box/app_control_box.dart,78,control_box,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/control_box/app_control_box.dart,45,control_box,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/control_box/app_control_box.dart,46,control_box,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/control_box/app_control_box.dart,64,control_box,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/control_box/app_control_box_use_cases.dart,166,control_box,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,26,control_box,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,63,control_box,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,92,control_box,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,99,control_box,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,123,control_box,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,148,control_box,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,26,control_box,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,63,control_box,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,92,control_box,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,99,control_box,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,123,control_box,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,148,control_box,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/control_box/app_control_box_use_cases.dart,166,control_box,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/app_checkbox.dart,72,controls,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/controls/app_radio.dart,71,controls,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/controls/app_switch.dart,53,controls,EdgeInsets.all,2,AppSpacing.s2,READY,EdgeInsets.all(2) → palette direct
lib/components/controls/control_use_cases.dart,61,controls,EdgeInsets.all,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,158,controls,EdgeInsets.all,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,122,controls,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,144,controls,SizedBox,AppSpacing.space4,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,160,controls,PropLiteral:spacing,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,161,controls,PropLiteral:runSpacing,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,122,controls,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/controls/control_use_cases.dart,144,controls,AppSpacingRef,AppSpacing.space4,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/app_divider.dart,49,dividers,EdgeInsets.only,indent,,BLOCKED,non-numeric EdgeInsets.only
lib/components/dividers/app_divider.dart,49,dividers,EdgeInsets.only,endIndent,,BLOCKED,non-numeric EdgeInsets.only
lib/components/dividers/app_divider.dart,57,dividers,EdgeInsets.only,indent,,BLOCKED,non-numeric EdgeInsets.only
lib/components/dividers/app_divider.dart,57,dividers,EdgeInsets.only,endIndent,,BLOCKED,non-numeric EdgeInsets.only
lib/components/dividers/divider_use_cases.dart,47,dividers,EdgeInsets.all,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,68,dividers,EdgeInsets.all,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,32,dividers,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,34,dividers,SizedBox,48,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,40,dividers,SizedBox,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,73,dividers,SizedBox,16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,75,dividers,SizedBox,16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,32,dividers,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/dividers/divider_use_cases.dart,40,dividers,AppSpacingRef,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_empty_state.dart,51,feedback,EdgeInsets.symmetric,,,BLOCKED,missing literal
lib/components/feedback/app_empty_state.dart,61,feedback,EdgeInsets.symmetric,,,BLOCKED,missing literal
lib/components/feedback/app_empty_state.dart,135,feedback,EdgeInsets.symmetric,space20,AppSpacing.s20,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s20
lib/components/feedback/app_empty_state.dart,135,feedback,EdgeInsets.symmetric,"H=20,V=9",AppSpacingSemantic.insetSquishMdVertical + insetSquishMdHorizontal,READY,inset-squish Md
lib/components/feedback/app_empty_state.dart,57,feedback,SizedBox,128,,NEEDS_REVIEW,SizedBox(width=)→inline off-scale literal 128px (closest palette: 48)
lib/components/feedback/app_empty_state.dart,57,feedback,SizedBox,128,,NEEDS_REVIEW,SizedBox(height=)→stack off-scale literal 128px (closest palette: 48)
lib/components/feedback/app_empty_state.dart,58,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_empty_state.dart,62,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_empty_state.dart,76,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_empty_state.dart,89,feedback,AppSpacingRef,space24,AppSpacing.s24,READY,기존 tokenRef → palette s24
lib/components/feedback/app_empty_state.dart,135,feedback,AppSpacingRef,space20,AppSpacing.s20,READY,기존 tokenRef → palette s20
lib/components/feedback/app_section_message.dart,117,feedback,EdgeInsets.all,space12,AppSpacingSemantic.insetMd,READY,EdgeInsets.all(tokenRef) → inset
lib/components/feedback/app_section_message.dart,219,feedback,EdgeInsets.symmetric,H=6,AppSpacing.s6,READY,symmetric horizontal only
lib/components/feedback/app_section_message.dart,252,feedback,EdgeInsets.symmetric,space4,AppSpacing.s4,READY,EdgeInsets.symmetric(vertical=tokenRef) → palette s4
lib/components/feedback/app_section_message.dart,252,feedback,EdgeInsets.symmetric,"H=6,V=4",AppSpacing.s4 + AppSpacing.s6,NEEDS_REVIEW,비표준 squish 페어 V4/H6 (Outlined 1px 보정 의심 가능)
lib/components/feedback/app_section_message.dart,122,feedback,SizedBox,20,AppSpacing.s20,READY,SizedBox(width=)→inline palette direct (no semantic match for 20px)
lib/components/feedback/app_section_message.dart,122,feedback,SizedBox,22,,NEEDS_REVIEW,SizedBox(height=)→stack off-scale literal 22px (closest palette: 20)
lib/components/feedback/app_section_message.dart,276,feedback,SizedBox,22,,NEEDS_REVIEW,SizedBox(width=)→inline off-scale literal 22px (closest palette: 20)
lib/components/feedback/app_section_message.dart,276,feedback,SizedBox,22,,NEEDS_REVIEW,SizedBox(height=)→stack off-scale literal 22px (closest palette: 20)
lib/components/feedback/app_section_message.dart,117,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_section_message.dart,129,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_section_message.dart,133,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_section_message.dart,141,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_section_message.dart,164,feedback,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/feedback/app_section_message.dart,173,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_section_message.dart,177,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_section_message.dart,221,feedback,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/feedback/app_section_message.dart,252,feedback,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/feedback/app_section_message_use_cases.dart,88,feedback,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_section_message_use_cases.dart,88,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_snackbar.dart,34,feedback,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/feedback/app_snackbar.dart,34,feedback,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/feedback/app_snackbar.dart,35,feedback,EdgeInsets.all,space16,AppSpacingSemantic.insetLg,READY,EdgeInsets.all(tokenRef) → inset
lib/components/feedback/app_snackbar.dart,34,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_snackbar.dart,35,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_snackbar.dart,46,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_snackbar.dart,60,feedback,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/feedback/app_snackbar.dart,69,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_snackbar.dart,85,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_snackbar_use_cases.dart,91,feedback,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_snackbar_use_cases.dart,91,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_toast.dart,72,feedback,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/feedback/app_toast.dart,72,feedback,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/feedback/app_toast.dart,73,feedback,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/feedback/app_toast.dart,73,feedback,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/feedback/app_toast.dart,72,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_toast.dart,74,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_toast.dart,75,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_toast.dart,86,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_toast.dart,97,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_toast_use_cases.dart,131,feedback,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_toast_use_cases.dart,131,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip.dart,36,feedback,EdgeInsets.symmetric,space12,AppSpacing.s12,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s12
lib/components/feedback/app_tooltip.dart,36,feedback,EdgeInsets.symmetric,H=12,AppSpacing.s12,READY,symmetric horizontal only
lib/components/feedback/app_tooltip.dart,79,feedback,EdgeInsets.all,space16,AppSpacingSemantic.insetLg,READY,EdgeInsets.all(tokenRef) → inset
lib/components/feedback/app_tooltip.dart,37,feedback,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/feedback/app_tooltip.dart,38,feedback,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/feedback/app_tooltip.dart,79,feedback,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/feedback/app_tooltip.dart,109,feedback,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/feedback/app_tooltip_use_cases.dart,123,feedback,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip_use_cases.dart,101,feedback,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip_use_cases.dart,106,feedback,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip_use_cases.dart,101,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip_use_cases.dart,106,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/feedback/app_tooltip_use_cases.dart,123,feedback,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/app_search_input_use_cases.dart,47,forms,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/app_search_input_use_cases.dart,53,forms,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/app_search_input_use_cases.dart,47,forms,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/app_search_input_use_cases.dart,53,forms,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/app_text_field.dart,181,forms,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/forms/app_text_field.dart,181,forms,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/forms/app_text_field.dart,182,forms,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/forms/app_text_field.dart,183,forms,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/forms/app_text_field.dart,212,forms,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/forms/app_text_field.dart,274,forms,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/forms/text_field_use_cases.dart,158,forms,EdgeInsets.all,24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/text_field_use_cases.dart,164,forms,SizedBox,AppSpacing.space20,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/forms/text_field_use_cases.dart,164,forms,AppSpacingRef,AppSpacing.space20,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge.dart,64,gauge,EdgeInsets.only,,,BLOCKED,EdgeInsets.only missing literal
lib/components/gauge/app_gauge.dart,83,gauge,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/gauge/app_gauge_use_cases.dart,96,gauge,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge_use_cases.dart,73,gauge,SizedBox,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge_use_cases.dart,80,gauge,SizedBox,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge_use_cases.dart,73,gauge,AppSpacingRef,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge_use_cases.dart,80,gauge,AppSpacingRef,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/gauge/app_gauge_use_cases.dart,96,gauge,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/indicators/app_indicators.dart,53,indicators,EdgeInsets.symmetric,,,BLOCKED,missing literal
lib/components/indicators/app_indicators.dart,168,indicators,EdgeInsets.only,,,BLOCKED,EdgeInsets.only missing literal
lib/components/indicators/app_indicators.dart,219,indicators,SizedBox,double.infinity,,BLOCKED,non-numeric SizedBox dimension
lib/components/indicators/app_indicators.dart,219,indicators,SizedBox,_height,,BLOCKED,non-numeric SizedBox dimension
lib/components/indicators/app_indicators.dart,253,indicators,SizedBox,double.infinity,,BLOCKED,non-numeric SizedBox dimension
lib/components/indicators/app_indicators.dart,253,indicators,SizedBox,12,AppSpacing.s12,NEEDS_REVIEW,"SizedBox(height=12) — inline 토큰만 일치, 세로 의미 검토"
lib/components/indicators/app_progress.dart,29,indicators,SizedBox,height,,BLOCKED,non-numeric SizedBox dimension
lib/components/indicators/app_progress.dart,63,indicators,SizedBox,size,,BLOCKED,non-numeric SizedBox dimension
